Date,Open,High,Low,Close,Adj Close,Volume,sector,ETF Name,Full ETF Name
2018-12-01,110.20999908447266,110.5999984741211,91.7300033569336,99.01000213623047,94.173828125,184699100,Consumer Service,XLY,Consumer Discretionary Select Sector SPDR Fund
2019-01-01,97.31999969482422,109.1500015258789,96.79000091552734,108.77999877929688,103.87212371826172,114456600,Consumer Service,XLY,Consumer Discretionary Select Sector SPDR Fund
2019-02-01,107.8499984741211,111.91000366210938,106.36000061035156,110.20999908447266,105.23760986328125,82301900,Consumer Service,XLY,Consumer Discretionary Select Sector SPDR Fund
2019-03-01,111.11000061035156,114.05999755859375,107.66000366210938,113.8499984741211,108.71339416503906,126494800,Consumer Service,XLY,Consumer Discretionary Select Sector SPDR Fund
2019-04-01,114.7699966430664,120.9000015258789,114.41000366210938,120.06999969482422,115.04399108886719,72082500,Consumer Service,XLY,Consumer Discretionary Select Sector SPDR Fund
2019-05-01,120.2699966430664,120.33000183105469,110.62000274658203,110.94000244140625,106.29618072509766,108676500,Consumer Service,XLY,Consumer Discretionary Select Sector SPDR Fund
2019-06-01,110.66999816894531,120.79000091552734,109.43000030517578,119.19999694824219,114.21041870117188,81414000,Consumer Service,XLY,Consumer Discretionary Select Sector SPDR Fund
2019-07-01,120.70999908447266,124.5999984741211,119.61000061035156,120.72000122070312,116.0655746459961,62700300,Consumer Service,XLY,Consumer Discretionary Select Sector SPDR Fund
2019-08-01,120.94999694824219,122.13999938964844,113.62999725341797,119.58000183105469,114.96953582763672,99953900,Consumer Service,XLY,Consumer Discretionary Select Sector SPDR Fund
2019-09-01,119.01000213623047,124.38999938964844,118.58000183105469,120.69999694824219,116.04634094238281,65899600,Consumer Service,XLY,Consumer Discretionary Select Sector SPDR Fund
2019-10-01,120.9800033569336,123.1500015258789,115.95999908447266,120.8499984741211,116.57599639892578,70052000,Consumer Service,XLY,Consumer Discretionary Select Sector SPDR Fund
2019-11-01,121.47000122070312,123.38999938964844,119.44000244140625,122.44999694824219,118.11943054199219,57718600,Consumer Service,XLY,Consumer Discretionary Select Sector SPDR Fund
2019-12-01,122.54000091552734,126.7300033569336,119.55000305175781,125.41999816894531,120.98439025878906,61595700,Consumer Service,XLY,Consumer Discretionary Select Sector SPDR Fund
2020-01-01,126.20999908447266,128.52999877929688,122.98999786376953,125.31999969482422,121.2864761352539,109639500,Consumer Service,XLY,Consumer Discretionary Select Sector SPDR Fund
