Date,Open,High,Low,Close,Adj Close,Volume,sector,ETF Name,Full ETF Name
2018-12-01,173.11000061035156,173.30999755859375,143.4600067138672,154.25999450683594,149.21456909179688,1395544900,Technology,QQQ,Invesco QQQ Trust
2019-01-01,150.99000549316406,168.99000549316406,149.49000549316406,168.16000366210938,163.12533569335938,933706500,Technology,QQQ,Invesco QQQ Trust
2019-02-01,167.3300018310547,174.66000366210938,166.57000732421875,173.19000244140625,168.00469970703125,535964100,Technology,QQQ,Invesco QQQ Trust
2019-03-01,174.44000244140625,182.8300018310547,169.33999633789062,179.66000366210938,174.28102111816406,781972700,Technology,QQQ,Invesco QQQ Trust
2019-04-01,181.50999450683594,191.32000732421875,180.77000427246094,189.5399932861328,184.19981384277344,550157700,Technology,QQQ,Invesco QQQ Trust
2019-05-01,190.77999877929688,191.32000732421875,173.8699951171875,173.9499969482422,169.049072265625,901554000,Technology,QQQ,Invesco QQQ Trust
2019-06-01,173.47999572753906,189.77000427246094,169.27000427246094,186.74000549316406,181.47872924804688,688730400,Technology,QQQ,Invesco QQQ Trust
2019-07-01,190.32000732421875,195.5500030517578,188.3800048828125,191.10000610351562,186.12649536132812,494025500,Technology,QQQ,Invesco QQQ Trust
2019-08-01,191.42999267578125,194.97999572753906,179.1999969482422,187.47000122070312,182.5909881591797,814286500,Technology,QQQ,Invesco QQQ Trust
2019-09-01,186.22000122070312,194.7100067138672,185.02999877929688,188.80999755859375,183.89605712890625,550650200,Technology,QQQ,Invesco QQQ Trust
2019-10-01,189.5,197.8300018310547,181.82000732421875,197.0800018310547,192.3379669189453,576983400,Technology,QQQ,Invesco QQQ Trust
2019-11-01,197.92999267578125,206.0500030517578,197.6300048828125,205.10000610351562,200.1649627685547,351429700,Technology,QQQ,Invesco QQQ Trust
2019-12-01,205.11000061035156,214.55999755859375,199.22999572753906,212.61000061035156,207.4942626953125,429951100,Technology,QQQ,Invesco QQQ Trust
2020-01-01,214.39999389648438,225.8800048828125,212.24000549316406,219.07000732421875,214.26239013671875,585493000,Technology,QQQ,Invesco QQQ Trust
2020-02-01,220.13999938964844,237.47000122070312,198.1699981689453,205.8000030517578,201.2836151123047,952392300,Technology,QQQ,Invesco QQQ Trust
2020-03-01,208.8800048828125,219.61000061035156,164.92999267578125,190.39999389648438,186.22154235839844,2191775700,Technology,QQQ,Invesco QQQ Trust
2020-04-01,184.77000427246094,220.0399932861328,180.86000061035156,218.91000366210938,214.5621337890625,1092071200,Technology,QQQ,Invesco QQQ Trust
2020-05-01,214.5,233.60000610351562,211.1199951171875,233.36000061035156,228.7251434326172,846592000,Technology,QQQ,Invesco QQQ Trust
2020-06-01,232.4600067138672,251.14999389648438,231.47000122070312,247.60000610351562,242.68231201171875,928360400,Technology,QQQ,Invesco QQQ Trust
2020-07-01,247.63999938964844,269.7900085449219,247.0800018310547,265.7900085449219,260.964111328125,924935100,Technology,QQQ,Invesco QQQ Trust
2020-08-01,268.0,296.75,264.6300048828125,294.8800048828125,289.52587890625,701414600,Technology,QQQ,Invesco QQQ Trust
2020-09-01,297.6199951171875,303.5,260.1099853515625,277.8399963378906,272.7952575683594,1325374300,Technology,QQQ,Invesco QQQ Trust
2020-10-01,281.7900085449219,297.4599914550781,267.07000732421875,269.3800048828125,264.4888916015625,936826500,Technology,QQQ,Invesco QQQ Trust
2020-11-01,271.8500061035156,300.1700134277344,266.9700012207031,299.6199951171875,294.1797790527344,751645800,Technology,QQQ,Invesco QQQ Trust
2020-12-01,301.9700012207031,314.69000244140625,298.0899963378906,313.739990234375,308.0434875488281,569870600,Technology,QQQ,Invesco QQQ Trust
2021-01-01,315.1099853515625,330.32000732421875,305.17999267578125,314.55999755859375,309.4083251953125,655263000,Technology,QQQ,Invesco QQQ Trust
2021-02-01,318.1099853515625,338.19000244140625,310.8800048828125,314.1400146484375,308.99530029296875,795468600,Technology,QQQ,Invesco QQQ Trust
2021-03-01,319.2699890136719,324.3299865722656,297.45001220703125,319.1300048828125,313.90350341796875,1621173600,Technology,QQQ,Invesco QQQ Trust
2021-04-01,323.07000732421875,342.79998779296875,322.80999755859375,337.989990234375,332.8745422363281,771139800,Technology,QQQ,Invesco QQQ Trust
2021-05-01,339.2300109863281,340.0,316.0,333.92999267578125,328.8759765625,965410800,Technology,QQQ,Invesco QQQ Trust
2021-06-01,335.29998779296875,355.2300109863281,328.2799987792969,354.42999267578125,349.0657043457031,751288500,Technology,QQQ,Invesco QQQ Trust
2021-07-01,354.07000732421875,368.8900146484375,352.0400085449219,364.57000732421875,359.46875,813285700,Technology,QQQ,Invesco QQQ Trust
2021-08-01,366.2799987792969,380.760009765625,359.9599914550781,379.95001220703125,374.63360595703125,683466500,Technology,QQQ,Invesco QQQ Trust
2021-09-01,381.0400085449219,382.7799987792969,357.1000061035156,357.9599914550781,352.9512634277344,931849900,Technology,QQQ,Invesco QQQ Trust
2021-10-01,358.6000061035156,386.2799987792969,350.32000732421875,386.1099853515625,381.1294250488281,878747900,Technology,QQQ,Invesco QQQ Trust
2021-11-01,386.55999755859375,408.7099914550781,384.4200134277344,393.82000732421875,388.7400207519531,922244500,Technology,QQQ,Invesco QQQ Trust
2021-12-01,398.2799987792969,404.5799865722656,377.4700012207031,397.8500061035156,392.7180480957031,1232817200,Technology,QQQ,Invesco QQQ Trust
2022-01-01,399.04998779296875,402.2799987792969,334.1499938964844,363.04998779296875,358.8245849609375,1847203000,Technology,QQQ,Invesco QQQ Trust
2022-02-01,364.42999267578125,370.1000061035156,318.260009765625,346.79998779296875,342.7637023925781,1522923600,Technology,QQQ,Invesco QQQ Trust
2022-03-01,345.75,371.8299865722656,317.45001220703125,362.5400085449219,358.3205261230469,1686792800,Technology,QQQ,Invesco QQQ Trust
2022-04-01,362.80999755859375,369.30999755859375,312.6000061035156,313.25,309.9869689941406,1501959100,Technology,QQQ,Invesco QQQ Trust
2022-05-01,312.8299865722656,330.2900085449219,280.2099914550781,308.2799987792969,305.0687255859375,1951162500,Technology,QQQ,Invesco QQQ Trust
2022-06-01,310.4700012207031,314.55999755859375,269.2799987792969,280.2799987792969,277.3604431152344,1359608000,Technology,QQQ,Invesco QQQ Trust
2022-07-01,278.95001220703125,316.3900146484375,276.75,315.4599914550781,312.7740478515625,1178025500,Technology,QQQ,Invesco QQQ Trust
2022-08-01,313.6499938964844,334.4200134277344,298.44000244140625,299.2699890136719,296.7218933105469,1069920100,Technology,QQQ,Invesco QQQ Trust
2022-09-01,296.7200012207031,311.0799865722656,267.1000061035156,267.260009765625,264.98443603515625,1370988700,Technology,QQQ,Invesco QQQ Trust
2022-10-01,269.07000732421875,284.6000061035156,254.25999450683594,277.95001220703125,276.0787048339844,1356809000,Technology,QQQ,Invesco QQQ Trust
2022-11-01,281.5,293.4700012207031,259.0799865722656,293.3599853515625,291.3848876953125,1195762800,Technology,QQQ,Invesco QQQ Trust
2022-12-01,293.69000244140625,296.8800048828125,259.7300109863281,266.2799987792969,264.4872131347656,1057037700,Technology,QQQ,Invesco QQQ Trust
2023-01-01,268.6499938964844,298.260009765625,260.3399963378906,294.6199951171875,293.3370056152344,961927300,Technology,QQQ,Invesco QQQ Trust
2023-02-01,294.4100036621094,313.67999267578125,290.04998779296875,293.55999755859375,292.2816162109375,1094424800,Technology,QQQ,Invesco QQQ Trust
2023-03-01,293.260009765625,321.1700134277344,285.19000244140625,320.92999267578125,319.5324401855469,1544782600,Technology,QQQ,Invesco QQQ Trust
2023-04-01,318.7699890136719,322.6499938964844,309.8900146484375,322.55999755859375,321.65252685546875,993494600,Technology,QQQ,Invesco QQQ Trust
2023-05-01,322.0899963378906,353.92999267578125,315.1199951171875,347.989990234375,347.010986328125,1149079300,Technology,QQQ,Invesco QQQ Trust
2023-06-01,347.7300109863281,372.8500061035156,346.6600036621094,369.4200134277344,368.3807067871094,1137710300,Technology,QQQ,Invesco QQQ Trust
2023-07-01,370.07000732421875,387.9800109863281,363.4100036621094,383.67999267578125,383.1253967285156,974997400,Technology,QQQ,Invesco QQQ Trust
2023-08-01,382.30999755859375,383.55999755859375,354.7099914550781,377.989990234375,377.443603515625,1202220400,Technology,QQQ,Invesco QQQ Trust
2023-09-01,380.3999938964844,380.8299865722656,351.3599853515625,358.2699890136719,357.7521057128906,959714600,Technology,QQQ,Invesco QQQ Trust
2023-10-01,358.5400085449219,373.739990234375,342.3500061035156,350.8699951171875,350.8699951171875,1238424400,Technology,QQQ,Invesco QQQ Trust
2023-11-01,351.7200012207031,393.07000732421875,351.6199951171875,390.19000244140625,390.19000244140625,914934115,Technology,QQQ,Invesco QQQ Trust
2018-12-01,69.63999938964844,69.70999908447266,57.56999969482422,61.97999954223633,58.736881256103516,428194000,Technology,XLK,Technology Select Sector SPDR Fund
2019-01-01,60.709999084472656,66.63999938964844,58.810001373291016,66.27999877929688,63.08451461791992,275820900,Technology,XLK,Technology Select Sector SPDR Fund
2019-02-01,66.30999755859375,71.47000122070312,66.20999908447266,70.86000061035156,67.44369506835938,199768100,Technology,XLK,Technology Select Sector SPDR Fund
2019-03-01,71.41999816894531,75.25,68.83999633789062,74.0,70.43231201171875,339114200,Technology,XLK,Technology Select Sector SPDR Fund
2019-04-01,74.72000122070312,79.45999908447266,74.30000305175781,78.70999908447266,75.15727233886719,232948400,Technology,XLK,Technology Select Sector SPDR Fund
2019-05-01,79.5,79.69999694824219,71.86000061035156,71.88999938964844,68.64510345458984,360699500,Technology,XLK,Technology Select Sector SPDR Fund
2019-06-01,72.0,79.22000122070312,70.1500015258789,78.04000091552734,74.51751708984375,251569500,Technology,XLK,Technology Select Sector SPDR Fund
2019-07-01,79.83000183105469,82.77999877929688,78.80999755859375,80.7699966430664,77.39678192138672,195389100,Technology,XLK,Technology Select Sector SPDR Fund
2019-08-01,80.91000366210938,82.62000274658203,75.13999938964844,79.52999877929688,76.20853424072266,335680800,Technology,XLK,Technology Select Sector SPDR Fund
2019-09-01,78.87000274658203,82.41999816894531,78.27999877929688,80.52999877929688,77.16680908203125,217586100,Technology,XLK,Technology Select Sector SPDR Fund
2019-10-01,80.88999938964844,84.05000305175781,77.27999877929688,83.66999816894531,80.4254379272461,238198100,Technology,XLK,Technology Select Sector SPDR Fund
2019-11-01,83.94999694824219,88.41999816894531,83.81999969482422,88.16000366210938,84.74136352539062,163562700,Technology,XLK,Technology Select Sector SPDR Fund
2019-12-01,88.19999694824219,92.29000091552734,85.16000366210938,91.66999816894531,88.11522674560547,169219400,Technology,XLK,Technology Select Sector SPDR Fund
2020-01-01,92.5,98.83000183105469,91.25,95.33000183105469,91.93226623535156,213914200,Technology,XLK,Technology Select Sector SPDR Fund
2020-02-01,95.44000244140625,102.94000244140625,84.05999755859375,88.37000274658203,85.22032928466797,305993600,Technology,XLK,Technology Select Sector SPDR Fund
2020-03-01,89.95999908447266,94.66000366210938,68.0999984741211,80.37000274658203,77.50545501708984,782411700,Technology,XLK,Technology Select Sector SPDR Fund
2020-04-01,77.58999633789062,92.13999938964844,75.95999908447266,91.41000366210938,88.6122817993164,311278900,Technology,XLK,Technology Select Sector SPDR Fund
2020-05-01,89.4000015258789,98.5199966430664,88.08000183105469,97.97000122070312,94.97149658203125,237642600,Technology,XLK,Technology Select Sector SPDR Fund
2020-06-01,97.51000213623047,105.83000183105469,97.08000183105469,104.48999786376953,101.29195404052734,262276100,Technology,XLK,Technology Select Sector SPDR Fund
2020-07-01,104.55999755859375,110.47000122070312,103.47000122070312,110.43000030517578,107.34517669677734,211491100,Technology,XLK,Technology Select Sector SPDR Fund
2020-08-01,111.93000030517578,124.3499984741211,111.1500015258789,123.55000305175781,120.09867095947266,164859400,Technology,XLK,Technology Select Sector SPDR Fund
2020-09-01,124.66000366210938,127.72000122070312,109.11000061035156,116.69999694824219,113.44002532958984,335468900,Technology,XLK,Technology Select Sector SPDR Fund
2020-10-01,118.31999969482422,124.2699966430664,109.56999969482422,110.86000061035156,108.0018539428711,199725600,Technology,XLK,Technology Select Sector SPDR Fund
2020-11-01,111.70999908447266,125.36000061035156,110.08000183105469,123.4800033569336,120.29649353027344,176359100,Technology,XLK,Technology Select Sector SPDR Fund
2020-12-01,124.5,131.39999389648438,122.9000015258789,130.02000427246094,126.66786193847656,130532700,Technology,XLK,Technology Select Sector SPDR Fund
2021-01-01,130.67999267578125,134.7899932861328,126.12000274658203,128.92999267578125,125.89852142333984,149753100,Technology,XLK,Technology Select Sector SPDR Fund
2021-02-01,130.4600067138672,139.24000549316406,128.61000061035156,130.69000244140625,127.61714172363281,133698800,Technology,XLK,Technology Select Sector SPDR Fund
2021-03-01,132.91000366210938,135.17999267578125,124.70999908447266,132.80999755859375,129.6873016357422,262715800,Technology,XLK,Technology Select Sector SPDR Fund
2021-04-01,134.25999450683594,143.77000427246094,134.1300048828125,139.6999969482422,136.7032470703125,118248100,Technology,XLK,Technology Select Sector SPDR Fund
2021-05-01,140.4499969482422,140.72999572753906,130.9600067138672,138.39999389648438,135.4311065673828,169803900,Technology,XLK,Technology Select Sector SPDR Fund
2021-06-01,139.02000427246094,148.02000427246094,136.5399932861328,147.66000366210938,144.4925079345703,136495200,Technology,XLK,Technology Select Sector SPDR Fund
2021-07-01,147.4600067138672,154.72000122070312,146.91000366210938,153.39999389648438,150.384521484375,139945100,Technology,XLK,Technology Select Sector SPDR Fund
2021-08-01,154.08999633789062,159.88999938964844,151.2100067138672,158.86000061035156,155.73721313476562,126830500,Technology,XLK,Technology Select Sector SPDR Fund
2021-09-01,159.41000366210938,160.1300048828125,149.24000549316406,149.32000732421875,146.384765625,221924200,Technology,XLK,Technology Select Sector SPDR Fund
2021-10-01,149.86000061035156,161.6300048828125,146.8800048828125,161.52999877929688,158.63327026367188,210552900,Technology,XLK,Technology Select Sector SPDR Fund
2021-11-01,161.52999877929688,174.25,160.47000122070312,168.72000122070312,165.69432067871094,233371200,Technology,XLK,Technology Select Sector SPDR Fund
2021-12-01,170.5,177.0399932861328,163.0500030517578,173.8699951171875,170.751953125,273184600,Technology,XLK,Technology Select Sector SPDR Fund
2022-01-01,174.10000610351562,176.0,146.24000549316406,161.97000122070312,159.36630249023438,322981400,Technology,XLK,Technology Select Sector SPDR Fund
2022-02-01,162.19000244140625,164.11000061035156,141.72000122070312,154.07000732421875,151.59329223632812,270739100,Technology,XLK,Technology Select Sector SPDR Fund
2022-03-01,153.49000549316406,163.64999389648438,140.97999572753906,158.92999267578125,156.3751678466797,270493500,Technology,XLK,Technology Select Sector SPDR Fund
2022-04-01,159.08999633789062,161.5500030517578,139.75,141.4199981689453,139.40374755859375,235094300,Technology,XLK,Technology Select Sector SPDR Fund
2022-05-01,141.25999450683594,149.13999938964844,127.04000091552734,140.4499969482422,138.4475860595703,268894200,Technology,XLK,Technology Select Sector SPDR Fund
2022-06-01,141.9600067138672,143.42999267578125,122.47000122070312,127.12000274658203,125.30763244628906,186992500,Technology,XLK,Technology Select Sector SPDR Fund
2022-07-01,126.31999969482422,144.6699981689453,124.95999908447266,144.22000122070312,142.53326416015625,131312800,Technology,XLK,Technology Select Sector SPDR Fund
2022-08-01,142.9199981689453,151.86000061035156,135.19000244140625,135.25999450683594,133.6780548095703,133937900,Technology,XLK,Technology Select Sector SPDR Fund
2022-09-01,133.94000244140625,139.4600067138672,118.55999755859375,118.77999877929688,117.39080047607422,173280200,Technology,XLK,Technology Select Sector SPDR Fund
2022-10-01,119.72000122070312,129.85000610351562,112.97000122070312,127.87000274658203,126.68651580810547,170074600,Technology,XLK,Technology Select Sector SPDR Fund
2022-11-01,129.4600067138672,135.97999572753906,118.22000122070312,135.9600067138672,134.70164489746094,137948300,Technology,XLK,Technology Select Sector SPDR Fund
2022-12-01,136.08999633789062,139.3300018310547,121.29000091552734,124.44000244140625,123.28825378417969,139131500,Technology,XLK,Technology Select Sector SPDR Fund
2023-01-01,125.7699966430664,137.66000366210938,120.80999755859375,135.9600067138672,135.0884246826172,138447500,Technology,XLK,Technology Select Sector SPDR Fund
2023-02-01,135.86000061035156,144.58999633789062,135.2100067138672,136.52000427246094,135.64483642578125,123330700,Technology,XLK,Technology Select Sector SPDR Fund
2023-03-01,136.5800018310547,151.14999389648438,134.0800018310547,151.00999450683594,150.0419158935547,193970600,Technology,XLK,Technology Select Sector SPDR Fund
2023-04-01,150.08999633789062,151.50999450683594,143.9199981689453,150.8300018310547,150.1939239501953,118981500,Technology,XLK,Technology Select Sector SPDR Fund
2023-05-01,150.7100067138672,168.0399932861328,146.92999267578125,164.27999877929688,163.58718872070312,129568900,Technology,XLK,Technology Select Sector SPDR Fund
2023-06-01,163.75999450683594,176.3000030517578,163.0800018310547,173.86000061035156,173.12680053710938,143186400,Technology,XLK,Technology Select Sector SPDR Fund
2023-07-01,173.8300018310547,181.4600067138672,169.94000244140625,178.35000610351562,177.96986389160156,132272900,Technology,XLK,Technology Select Sector SPDR Fund
2023-08-01,177.77000427246094,179.02999877929688,162.94000244140625,175.66000366210938,175.28558349609375,138048400,Technology,XLK,Technology Select Sector SPDR Fund
2023-09-01,176.75999450683594,177.3800048828125,160.61000061035156,163.92999267578125,163.58058166503906,116876300,Technology,XLK,Technology Select Sector SPDR Fund
2023-10-01,164.00999450683594,172.8300018310547,159.5,164.00999450683594,164.00999450683594,164363300,Technology,XLK,Technology Select Sector SPDR Fund
2023-11-01,164.3000030517578,186.35000610351562,164.3000030517578,184.75,184.75,125831435,Technology,XLK,Technology Select Sector SPDR Fund
2018-12-01,187.14999389648438,187.52000427246094,154.72000122070312,166.8300018310547,158.953125,22086300,Technology,VGT,Vanguard Information Technology Index Fund
2019-01-01,163.5500030517578,181.14999389648438,158.5,180.16000366210938,172.27548217773438,20444800,Technology,VGT,Vanguard Information Technology Index Fund
2019-02-01,180.3699951171875,194.99000549316406,180.16000366210938,193.36000061035156,184.89779663085938,9809800,Technology,VGT,Vanguard Information Technology Index Fund
2019-03-01,194.86000061035156,204.24000549316406,187.1300048828125,200.6300048828125,191.84962463378906,11690300,Technology,VGT,Vanguard Information Technology Index Fund
2019-04-01,202.75,215.0399932861328,201.5,213.41000366210938,204.68275451660156,15125700,Technology,VGT,Vanguard Information Technology Index Fund
2019-05-01,215.41000366210938,215.77000427246094,194.38999938964844,194.4600067138672,186.50772094726562,15190400,Technology,VGT,Vanguard Information Technology Index Fund
2019-06-01,194.7899932861328,214.0399932861328,189.69000244140625,210.88999938964844,202.26580810546875,10806300,Technology,VGT,Vanguard Information Technology Index Fund
2019-07-01,215.3699951171875,223.6699981689453,212.88999938964844,218.35000610351562,210.04942321777344,10094900,Technology,VGT,Vanguard Information Technology Index Fund
2019-08-01,218.74000549316406,223.1999969482422,202.6199951171875,213.55999755859375,205.44151306152344,13396600,Technology,VGT,Vanguard Information Technology Index Fund
2019-09-01,211.9600067138672,221.0,210.14999389648438,215.5500030517578,207.3558807373047,8738100,Technology,VGT,Vanguard Information Technology Index Fund
2019-10-01,216.50999450683594,224.49000549316406,206.9199981689453,223.63999938964844,215.96839904785156,9211600,Technology,VGT,Vanguard Information Technology Index Fund
